sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_gpt2,metric_icl_E_rate_gpt2,metric_icl_C_gpt2,metric_icl_D_gpt2,metric_icl_D_rate_gpt2,metric_icl_E_gpt2_std,metric_icl_E_rate_gpt2_std,metric_icl_C_gpt2_std,metric_icl_D_gpt2_std,metric_icl_D_rate_gpt2_std
test.enc.prompt.txt::00884,"-- Stephen, wait",0.0,content_diversity,your doing it wrong,you didn't do it right,that's not how you do it,it's not correct,your doing it incorretly.,1.938,0.726,-0.076,0.875,-0.301,-0.795,-0.671,-2.937900,0.025118,0.466083,-1.369306,0.011707,91.901385,3.436389,0.000000,42.833682,1.601643
test.enc.prompt.txt::00885,Don't tell them,0.0,content_diversity,no problem my lips are sealed,cool i get to keep a secret,ok no telling from me,why can't i tell again?,i will definetly not tell anyone,3.000,0.577,-0.017,0.972,-0.102,-0.709,-0.379,10.555722,0.664450,0.385649,4.070803,0.256245,24.021463,0.779743,0.000000,9.263852,0.300707
test.enc.prompt.txt::00889,Will you please,0.0,content_diversity,quit bothering me,end your constant attempts to upset me,desist in attacking my emotions,leave me alone,kill all the annoying things your are doing,2.889,0.614,-0.018,0.977,-0.195,-0.729,-0.504,5.569143,0.393035,0.507608,2.826942,0.199508,82.770983,1.548420,0.000000,42.015219,0.785990
test.enc.prompt.txt::01574,"Oh, I'm sorry.",1.0,content_diversity,I shouldn't have said that,I didn't know that,"however, you can still help",i thought that was your grandma,i will never do it again,3.944,0.797,-0.020,0.969,-0.097,-0.602,-0.227,1.473290,0.018281,0.584166,0.860646,0.010679,35.382180,0.821176,0.000000,20.669065,0.479703
test.enc.prompt.txt::01574,"Oh, I'm sorry.",0.0,content_diversity,I could apologise,I should have rephrased it,i should have wrapped it up different,It would be better if I kept my mouth shut,I had to be quiet,3.500,0.782,-0.041,0.945,-0.211,-0.693,-0.345,1.473290,0.018281,0.584166,0.860646,0.010679,35.382180,0.821176,0.000000,20.669065,0.479703
test.enc.prompt.txt::01578,I just thought,0.0,content_diversity,it would be my secret forever.,I could take it to my grave,it was long buried and gone.,the vault would keep it safe.,it was between me and my gods.,2.833,0.943,-0.054,0.936,-0.255,-0.732,-0.278,20.958218,0.768903,0.395829,8.295864,0.304354,19.933070,0.704975,0.000000,7.890081,0.279049
test.enc.prompt.txt::01586,Most guys tuck,1.0,content_diversity,"their shirt in these days, its the fashion.",into their food too quickly.,their gear under the bed but you can use that cupboard as well.,like this just before they jump.,the envelope in rather than lick it and seal it.,4.778,0.478,-0.015,0.971,-0.134,-0.551,-0.161,1.081051,-0.027066,0.377028,0.407586,-0.010205,97.228617,0.928326,0.000000,36.657874,0.350005
test.enc.prompt.txt::01588,Can... can... Can,1.0,content_diversity,he still see?,you shut up?,you make dinner?,you go away?,you tell me more?,4.556,0.550,-0.037,0.762,-0.351,-0.702,-0.237,8.022277,0.669142,0.301450,2.418317,0.201713,27.865615,2.187593,0.000000,8.400095,0.659450
test.enc.prompt.txt::01592,What the hell,0.0,content_diversity,choice can I make at this stage!,can I reasonably be expected to accomplish with this?,direction do I move in now?,would Jesus do?,should someone in my position do?,3.611,0.965,-0.022,0.960,-0.193,-0.745,-0.465,16.009967,0.648348,0.375087,6.005138,0.243187,29.614018,1.604021,0.000000,11.107846,0.601648
test.enc.prompt.txt::01597,Maybe it went,0.0,content_diversity,extinct after being in existence for so long.,to the archives to remain a thing of the past,obsolete while we weren't paying attention,on to become useless to us,away from the marketplace.,3.375,0.650,-0.013,0.971,-0.114,-0.646,-0.493,20.889197,0.492660,0.469253,9.802314,0.231182,55.696094,1.353407,0.000000,26.135548,0.635090
test.enc.prompt.txt::01603,But Sacha always,1.0,content_diversity,is on time,lies to everyone,trusts everyone,calls me after work,tells everyone's business,4.286,0.749,-0.008,0.787,-0.206,-0.626,-0.272,-1.191959,0.119110,0.494568,-0.589505,0.058908,33.551700,2.119714,0.000000,16.593588,1.048342
test.enc.prompt.txt::01604,I'd better be,0.0,content_diversity,studying hard,learning and trying hard,trying my best to learn,studying for the exam,studying as much as possible,2.222,0.820,-0.028,0.950,-0.119,-0.866,-0.567,4.440451,0.255052,0.625704,2.778406,0.159587,20.774276,0.625513,0.000000,12.998541,0.391386
test.enc.prompt.txt::01608,Shall we draw,0.0,content_diversity,arbitrarily,whatever we want,what we wish to draw,something we like,anything we would like to draw,2.722,0.786,-0.047,0.918,-0.389,-0.838,-0.422,10.644565,0.618425,0.680800,7.246821,0.421024,19.012463,0.851066,0.000000,12.943686,0.579406
test.enc.prompt.txt::01621,Do I have,1.0,content_diversity,to repeat myself?,to tell you every thing to do?,to do my homework.,something between my teeth?,something wrong with me?,4.333,0.687,-0.030,0.955,-0.148,-0.661,-0.212,15.534693,0.711090,0.492806,7.655594,0.350430,35.373044,1.374204,0.000000,17.432058,0.677216
test.enc.prompt.txt::01624,This time they,0.0,content_diversity,guys that was too far,you went way too far,that was too much,they definetely went to far with this,its going too far,1.444,0.437,-0.099,0.875,-0.412,-0.776,-0.685,18.008795,0.688839,0.459892,8.282093,0.316791,70.329506,1.291544,0.000000,32.343947,0.593970
test.enc.prompt.txt::01631,But we made,1.0,content_diversity,"a serious error of judgment, we are so screwed.",a cake and everything and they just don't show up?,the world a better place for every one of us.,"him so scared, maybe we shouldn't have been so harsh.",good time and we will be there very soon.,4.778,0.416,-0.022,0.963,-0.089,-0.663,-0.190,12.306316,0.185068,0.437190,5.380193,0.080910,46.349099,0.640127,0.000000,20.263343,0.279857
test.enc.prompt.txt::01632,And the honor,1.0,content_diversity,is all mine,of the soldiers is something great,is great,roll students are very smart,academy,4.111,0.393,-0.024,0.965,-0.172,-0.610,-0.328,12.506258,0.680554,0.471802,5.900480,0.321087,80.443692,3.230641,0.000000,37.953509,1.524224
test.enc.prompt.txt::01633,I am making,0.0,content_diversity,i made a cake,BAKING A CAKE,making some yummy cake today,birthday cake is being made,i need alot of of cake,2.000,0.802,-0.031,0.948,-0.139,-0.956,-0.728,5.304635,0.238970,0.328762,1.743964,0.078564,56.131758,2.425072,0.000000,18.454003,0.797272
test.enc.prompt.txt::01638,"Captain Renault, are",0.0,content_diversity,we are going home soon,gonna go home ok?,leaving really soon,when are we leaving?,we have to go home in a few,2.500,0.624,-0.040,0.931,-0.163,-0.806,-0.602,12.718843,0.776233,0.426518,5.424812,0.331077,15.653780,0.865640,0.000000,6.676614,0.369211
test.enc.prompt.txt::01650,Call off your,0.0,content_diversity,"action, its doing more harm than good.","strike, it's costing lives.","demonstration, you are hurting people.","picket line, people need to get in to save people.","strike, you ar ekilling people in here.",3.312,0.899,-0.021,0.958,-0.347,-0.754,-0.314,8.471008,0.218455,0.384105,3.253754,0.083910,100.955859,2.352630,0.000000,38.777616,0.903656
test.enc.prompt.txt::01651,If you don't,0.0,content_diversity,i need you to call me back,i need you to call as soon as possible,i need to hear from you soon,email me back please,return my call when you can,2.062,0.300,-0.102,0.803,-0.215,-0.853,-0.502,17.188075,0.595558,0.490144,8.424631,0.291909,26.246365,0.926194,0.000000,12.864497,0.453969
test.enc.prompt.txt::01657,Are my eyes,0.0,content_diversity,on point,looking fine,good looking,nice,fine looking,2.111,0.314,-0.040,0.333,-0.246,-0.691,-0.662,7.098135,0.580850,0.581961,4.130838,0.338032,14.272376,1.701058,0.000000,8.305966,0.989949
test.enc.prompt.txt::01658,May I? Too,0.0,content_diversity,its way too heavy,i think its heavy,its very large and big to carry,too much weight to handle for you,it is very big to handle,1.875,0.217,-0.047,0.918,-0.305,-0.810,-0.826,20.274907,0.710058,0.420377,8.523110,0.298492,38.068364,0.564491,0.000000,16.003075,0.237299
test.enc.prompt.txt::01660,But think of,0.0,content_diversity,all the positive memories,all the good things,all happy memories,all the positive moments,all happiness we shared,1.778,0.533,-0.116,0.651,-0.445,-0.826,-0.816,8.206650,0.465479,0.459174,3.768283,0.213736,33.597810,1.428659,0.000000,15.427253,0.656003
test.enc.prompt.txt::00575,I don't rightly,1.0,content_diversity,know what you are talking about.,know who that person is.,know what is going on.,know where that is.,know what occured that long ago.,3.833,0.882,-0.088,0.904,-0.278,-0.867,-0.634,-6.855775,-0.009567,0.563002,-3.859816,-0.005386,61.887258,1.670809,0.000000,34.842656,0.940669
test.enc.prompt.txt::00575,I don't rightly,0.0,content_diversity,know what you are referring to.,know what you are asking about.,know what you are inquiring about.,know what you are speaking about.,know what you are referencing.,1.667,0.408,-0.453,0.635,-0.653,-0.976,-0.816,-6.855775,-0.009567,0.563002,-3.859816,-0.005386,61.887258,1.670809,0.000000,34.842656,0.940669
test.enc.prompt.txt::00579,When he comes,1.0,content_diversity,you should move your car,then we will leave,he will hear from me,i think we should hide,he will bring you food,4.556,0.437,-0.034,0.939,-0.257,-0.677,-0.191,9.175551,0.490791,0.477135,4.377981,0.234174,20.294712,0.705915,0.000000,9.683326,0.336817
test.enc.prompt.txt::00581,I hope you,1.0,content_diversity,have a wonderful vacation.,like the new job.,two are happy together.,leave him for good.,count your blessings.,4.389,0.737,0.000,0.800,-0.289,-0.658,-0.313,19.709069,0.947486,0.472244,9.307492,0.447445,39.912441,2.209985,0.000000,18.848416,1.043653
test.enc.prompt.txt::00585,That's your funeral.,0.0,content_diversity,there's a lot of people here,lot of folks have made it in time,a lot of people are attending,it is packed with people,so many familiar faces here,2.111,0.515,-0.074,0.875,-0.314,-0.728,-0.727,6.073022,0.189444,0.541560,3.288904,0.102595,42.376802,1.271257,0.000000,22.949568,0.688462
test.enc.prompt.txt::00590,And now fair,0.0,content_diversity,players should somehow be rewarded,participants are getting their rewards,play prize for players,play reward for the most fair player,player will receive his prize,1.833,0.624,-0.020,0.962,-0.322,-0.862,-0.614,16.365429,0.621371,0.488591,7.996005,0.303596,31.173472,0.620045,0.000000,15.231086,0.302949
test.enc.prompt.txt::00594,"Oh, Mr. Dickson",1.0,content_diversity,you forgot about my exam,you shouldn't have done this,what is it that you do for living,you should've been smarter,i really like your dressing style,4.611,0.515,-0.023,0.979,-0.072,-0.634,-0.128,-1.833487,-0.049391,0.496615,-0.910538,-0.024529,35.701480,1.298901,0.000000,17.729906,0.645054
test.enc.prompt.txt::00598,That's what he,0.0,content_diversity,consumed for the first meal of the day.,injested this morning.,devoured from the breakfast plate.,swallowed at 9am.,gobbled up with his orange juice.,2.667,1.000,-0.006,0.984,-0.148,-0.705,-0.358,13.817915,0.665956,0.425938,5.885569,0.283656,25.864981,0.562182,0.000000,11.016867,0.239455
test.enc.prompt.txt::00600,The fools! If,0.0,content_diversity,they quiet down I need told.,"it gets silent, I want to be told.",only they would shut up! I wanna know!,only it could be peace and quiet. Someone tell me.,"they won't shut up, I will kill them all. I need to know either way.",2.278,0.671,-0.046,0.936,-0.263,-0.819,-0.509,20.048310,0.780910,0.353262,7.082315,0.275866,48.965262,1.123980,0.000000,17.297589,0.397060
test.enc.prompt.txt::00603,"Oh Matt, you",0.0,content_diversity,need to stop at red lights.,need to slow down at yellow lights.,cannot go 70 mph in a residential area.,cannot crash into cars when parallel parking.,should relearn driving methods.,3.056,0.896,-0.019,0.961,-0.354,-0.695,-0.308,29.986764,0.711188,0.358653,10.754830,0.255069,64.993953,1.689143,0.000000,23.310247,0.605815
test.enc.prompt.txt::00618,"Smells funny, it",1.0,content_diversity,smells like rotten cheese.,really gets into your nose.,can't be dinner!,needs tossed out.,should be buried.,4.278,0.629,-0.007,0.989,-0.228,-0.623,-0.170,13.829985,0.754882,0.401567,5.553664,0.303136,25.406883,1.839356,0.000000,10.202562,0.738625
test.enc.prompt.txt::00620,WHAT?! We follow,1.0,content_diversity,this bad artist?,his directions?,my favourite boy band?,that cat?,the wrong guy?,4.333,0.471,0.000,0.800,-0.371,-0.668,-0.251,16.284634,0.997219,0.282892,4.606792,0.282105,30.037088,1.009399,0.000000,8.497251,0.285551
test.enc.prompt.txt::00623,I think one,1.0,content_diversity,of your wheels is loose,of your friends did it,book per week is manageable,time you can do it for the team,dollar more doesn't mattter,4.444,0.437,-0.020,0.961,-0.136,-0.606,-0.198,-0.552875,-0.013938,0.343415,-0.189865,-0.004787,48.670260,1.662885,0.000000,16.714078,0.571059
test.enc.prompt.txt::00627,Great Chief of,1.0,content_diversity,Staff,State,tribe,administration,hope,3.333,0.913,0.000,0.200,-0.983,-0.635,-0.294,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
test.enc.prompt.txt::00630,"Well, I hope",1.0,content_diversity,you didn't laugh at her.,nothing cruel was done.,he didn't leave her.,she's happy now.,you have money to pay me back.,4.167,0.624,-0.012,0.974,-0.303,-0.601,-0.229,-0.726605,0.273315,0.451360,-0.327960,0.123363,37.985472,0.634486,0.000000,17.145105,0.286381
test.enc.prompt.txt::00635,"Gents, we are",1.0,content_diversity,on red alert,at paradise,in heaven,on vacation,finally home,4.333,0.471,-0.008,0.582,-0.232,-0.660,-0.236,12.460144,1.270067,0.334176,4.163884,0.424426,28.443686,2.368918,0.000000,9.505204,0.791636
test.enc.prompt.txt::00639,So you're saying,1.0,content_diversity,that everything i my fault,that you don't like sport,that your mom is to blame,that this was the easiest exam ever,that you need to borrow money from me,4.389,0.657,-0.043,0.954,-0.154,-0.699,-0.155,3.491485,0.285805,0.426558,1.489322,0.121913,33.649613,1.565657,0.000000,14.353521,0.667844
test.enc.prompt.txt::00648,It's early in,1.0,content_diversity,the morning.,the afternoon.,case you needed more time.,California while it is late in Michigan.,the baseball game being only the first inning.,4.167,0.577,-0.028,0.975,-0.226,-0.646,-0.206,-0.692214,0.778115,0.384514,-0.266166,0.299196,110.498508,1.703116,0.000000,42.488177,0.654871
test.enc.prompt.txt::00654,"Oh Christ, this",0.0,content_diversity,has totally fallen apart.,will never work again.,is completely busted.,has been totally ruined.,is only fit for the bin.,2.333,0.527,-0.015,0.971,-0.310,-0.730,-0.375,3.799581,0.220915,0.429795,1.633040,0.094948,59.831308,2.452445,0.000000,25.715186,1.054048
test.enc.prompt.txt::00655,What are you,0.0,content_diversity,doing here without a permission,doing at my place,"doing here, this is private property",doing tresspassing,thinking? You can't come on a private property without invitation,2.111,0.314,-0.045,0.939,-0.027,-0.813,-0.325,0.170877,0.717699,0.365591,0.062471,0.262384,107.651147,2.890911,0.000000,39.356308,1.056891
test.enc.prompt.txt::00656,Do you want,1.0,content_diversity,it raw or medium raw,my old TV,me to take a look at your exam,me to go with you,to help me move out tomorrow,4.611,0.458,-0.023,0.954,0.024,-0.593,-0.156,-2.129286,0.056357,0.317539,-0.676131,0.017895,61.890796,3.460802,0.000000,19.652738,1.098940
test.enc.prompt.txt::00661,Girls dig Bateman.,1.0,content_diversity,He looks like hollywood,he is dreamy,what is his deal?,It's not even fair.,I am super jealous.,3.944,0.369,-0.006,0.789,-0.217,-0.619,-0.232,3.852499,0.378086,0.396684,1.528224,0.149980,11.127006,0.990016,0.000000,4.413901,0.392723
test.enc.prompt.txt::00662,"Listen, what about",0.0,content_diversity,we get something to eat tomorrow,we go to the restaurant,romantic evening in the restaurant,we have a fancy dinner tomorrow,I take you out for a dinner,2.056,0.724,-0.037,0.936,-0.328,-0.828,-0.484,14.455928,0.437584,0.463410,6.699019,0.202781,23.958743,0.834196,0.000000,11.102716,0.386575
test.enc.prompt.txt::00665,By the way,1.0,content_diversity,did you make the payment?,did you water the plants?,did you call your mom?,did you make plans?,how is the family doing?,4.611,0.458,-0.114,0.869,-0.474,-0.699,-0.265,9.566541,0.479788,0.444416,4.251523,0.213226,14.686867,0.529119,0.000000,6.527078,0.235149
test.enc.prompt.txt::00290,Suppose there's an,0.0,content_diversity,airline that costs less.,flight that isn't as expensive.,"air travel fare, but doesn't cost as much.",way to fly there that is low cost.,flight going there and it's not a lot of money,1.944,0.550,-0.022,0.966,-0.372,-0.918,-0.776,18.714370,0.624934,0.418549,7.832890,0.261566,65.949675,0.986976,0.000000,27.603201,0.413098
test.enc.prompt.txt::00291,It is a,0.0,content_diversity,joke of a democracy that we currently have.,horrible system of government that we rely on.,pity we can't trust our elected officials.,truth widely acknowledged that American politicians are corrupt.,regrettable situation in which we find ourselves this election cycle.,2.857,0.515,-0.028,0.965,-0.223,-0.780,-0.346,10.375844,0.356396,0.522348,5.419803,0.186163,50.182813,0.373178,0.000000,26.212897,0.194929
test.enc.prompt.txt::00333,It may have,1.0,content_diversity,"looked like the same person, but it's not.",gotten caught in the drain.,"looked the same, but it's not.",been hotter yesterday.,run off to hide in the woods.,4.333,0.577,-0.049,0.909,-0.217,-0.653,-0.202,17.459701,0.580490,0.437489,7.638429,0.253958,22.648528,1.485966,0.000000,9.908484,0.650094
test.enc.prompt.txt::00316,See. Get your,0.0,content_diversity,head out of the clouds.,stuff together.,information from a better source.,head checked.,reality in order.,3.167,0.527,-0.006,0.988,-0.257,-0.657,-0.305,5.267525,0.069667,0.472977,2.491417,0.032951,21.788021,1.077441,0.000000,10.305226,0.509605
test.enc.prompt.txt::00297,Might as well,1.0,content_diversity,"eat lunch now, it's going to be a long car ride.","call a divorce attorney, I'm ready to admit defeat.","put my feet up, no one is showing up in this bad weather.",take out a loan as I can't even afford the down payment.,go to the store after work since I won't have time tomorrow.,4.833,0.333,-0.015,0.979,-0.169,-0.652,-0.178,28.121000,0.530188,0.415831,11.693591,0.220469,34.956068,0.482282,0.000000,14.535825,0.200548
test.enc.prompt.txt::00251,"Right, Agent Cole",0.0,content_diversity,is always late.,never shows up to these on schedule.,isn't exactly punctual.,has a problem with timeliness.,is habitually later than expected.,2.111,0.614,-0.005,0.991,-0.239,-0.658,-0.467,11.681075,0.614374,0.390626,4.562928,0.239990,59.080388,0.930379,0.000000,23.078315,0.363430
test.enc.prompt.txt::00335,And Elbourne and,1.0,content_diversity,Jones and Schrader went down to the sea together.,his wife were never seen again.,Molly knew that things would never be the same between them.,the dog looked each other in the eye knowingly.,the fisherman both shook their heads in disbelief.,4.778,0.416,-0.023,0.972,-0.268,-0.627,-0.087,13.721081,0.291166,0.479059,6.573206,0.139486,33.042863,0.572286,0.000000,15.829477,0.274159
test.enc.prompt.txt::00312,Fuck. Turn it,1.0,content_diversity,before it burns to the frying pan,before the children come home and see what your watching,before you hit the animal lying in the middle of the road,before the arrow hits your head,before it over heats an cause an explosion,4.750,0.354,-0.056,0.934,-0.193,-0.695,-0.314,-4.457300,-0.237922,0.444400,-1.980823,-0.105732,95.490356,1.948939,0.000000,42.435898,0.866108
test.enc.prompt.txt::00306,"Some party, huh?",1.0,content_diversity,The girls are quite hot!,The drinks are free!,There are so many people here!,I love the music!,I love the decorations!,4.611,0.458,-0.055,0.910,-0.364,-0.668,-0.309,17.975627,0.836983,0.420299,7.555145,0.351783,28.211198,1.109429,0.000000,11.857150,0.466292
test.enc.prompt.txt::00265,Something the matter,0.0,content_diversity,but it makes no difference.,and no one will help.,and it's pointless.,and I don't give a darn.,and people ignore it.,2.875,0.545,-0.036,0.957,-0.419,-0.705,-0.648,9.297414,0.468473,0.454029,4.221292,0.212700,23.079319,1.027038,0.000000,10.478671,0.466305
test.enc.prompt.txt::00339,I know... But,0.0,content_diversity,this work place is truely not for me!,my work is not the best these days for what it's worth.,life would be better if I could change jobs now.,i'm going to look for a different job soon.,I don't wanna work there anymore. I have too many hours and so little pay.,2.389,0.906,-0.019,0.970,-0.239,-0.799,-0.440,-1.960985,0.184801,0.436041,-0.855069,0.080581,78.366951,1.196463,0.000000,34.171191,0.521707
test.enc.prompt.txt::00254,I've got what,0.0,content_diversity,I can only hope fixes this.,they told me should work.,looks like fits in the spot.,normally helps in this situation.,has often been used for these problems.,3.000,0.707,-0.007,0.986,-0.210,-0.590,-0.423,8.525044,0.472253,0.414866,3.536747,0.195921,27.965633,1.417878,0.000000,11.601978,0.588229
test.enc.prompt.txt::00288,It's possible I,0.0,content_diversity,misunderstood your question.,didn't follow your train of thought.,didn't understand what we were discussing.,couldn't understand what you were saying.,failed to keep up with the conversation and got lost.,2.556,0.437,-0.022,0.960,-0.289,-0.766,-0.656,2.758033,0.163349,0.667680,1.841483,0.109065,58.972516,1.015700,0.000000,39.374755,0.678163
test.enc.prompt.txt::00273,Look...we're all tired.,1.0,content_diversity,let's rest.,let's find a place to relax.,let's go on a vacation.,let's keep working and finish this.,let's stop working now.,3.278,0.671,-0.056,0.948,-0.531,-0.915,-0.334,2.339602,0.042676,0.527159,1.233341,0.022497,37.030624,0.349915,0.000000,19.521010,0.184461
test.enc.prompt.txt::00278,They think I'm,1.0,content_diversity,a waste of time.,going to be the next big thing.,"introverted, but I'm really just quiet.",not worthy of a promotion.,most likely to get the job done.,4.312,0.609,-0.015,0.972,-0.237,-0.655,-0.223,15.039574,0.381709,0.537809,8.088414,0.205287,42.196963,0.660356,0.000000,22.693895,0.355145
test.enc.prompt.txt::00255,I think about,0.0,content_diversity,how I've never really enjoyed them.,what I would have looked for if I had more time.,how none of them seem to meet expectations.,the dissappointment I feel when shopping for them.,everyone I've ever found has a problem with it.,4.056,0.864,-0.020,0.967,-0.229,-0.730,-0.333,22.302199,0.504294,0.453617,10.116651,0.228756,45.961358,0.628872,0.000000,20.848841,0.285267
test.enc.prompt.txt::00329,Lillian was here.,1.0,content_diversity,I found her condescending attitude quite annoying.,Her pleasing scent filled the room.,I could never mistake her playful laugh which sent my heart aflutter.,Her arrival meant I could finally clock out and go home.,I might have gotten caught cheating on her unless I got out quickly.,4.500,0.667,-0.029,0.959,-0.199,-0.688,-0.224,19.404623,0.364253,0.444282,8.621121,0.161831,88.224878,0.634715,0.000000,39.196710,0.281992
test.enc.prompt.txt::00295,Chub says you're,0.0,content_diversity,in a people class by yourself in the brain catagory,"a soul that he has not experienced before, you must be a very old soul and extremely intelligent","going to do very well in school, work hard for those good grades",going to get scholarships to go to college because of your mental capacity,"not only a very beautiful human being, but very bright as well",3.167,0.707,-0.027,0.948,-0.065,-0.623,-0.262,24.057721,0.243693,0.445917,10.727743,0.108667,99.554443,1.668560,0.000000,44.393002,0.744039
test.enc.prompt.txt::00249,"I'm sorry, let",0.0,content_diversity,me help somehow.,me fix this.,me compensate you.,it bring us closer as I seek to remedy this.,yourself be rewarded by me,3.000,0.707,-0.039,0.967,-0.366,-0.738,-0.562,15.407187,0.740616,0.371658,5.726198,0.275256,89.122068,1.232373,0.000000,33.122890,0.458021
test.enc.prompt.txt::00325,"Wade, I got",1.0,content_diversity,the test results.,"to tell ya, I like your style.",five more if you want one.,to the last level in the game.,a big problem with your attitude.,4.611,0.657,-0.013,0.972,-0.180,-0.604,-0.100,1.212645,0.083572,0.419043,0.508151,0.035020,31.420884,0.829295,0.000000,13.166712,0.347510
