sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_gpt2,metric_icl_E_rate_gpt2,metric_icl_C_gpt2,metric_icl_D_gpt2,metric_icl_D_rate_gpt2,metric_icl_E_gpt2_std,metric_icl_E_rate_gpt2_std,metric_icl_C_gpt2_std,metric_icl_D_gpt2_std,metric_icl_D_rate_gpt2_std
test.enc.prompt.txt::00325,"Wade, I got",0.0,content_diversity,a few left from the last batch,some more in the back.,to order several more to keep up with the demand.,caught up with production and can send you a few.,"nothing left man, sorry.",3.778,0.533,-0.028,0.937,-0.199,-0.689,-0.216,1.212645,0.083572,0.419043,0.508151,0.035020,31.420884,0.829295,0.000000,13.166712,0.347510
test.enc.prompt.txt::00286,Skipper - could,0.0,content_diversity,we head in that direction?,we head there?,we sail there?,we sail in that direction?,you take us in that direction?,1.889,0.737,-0.142,0.787,-0.575,-0.914,-0.693,39.431742,2.196381,0.302357,11.922448,0.664090,27.443108,1.003275,0.000000,8.297605,0.303347
test.enc.prompt.txt::00276,My dad's got,1.0,content_diversity,a lot of land,prostate cancer,a high school reunion coming up.,a couple of short haired terriors.,a problem with alcohol.,4.889,0.208,-0.029,0.964,-0.194,-0.600,-0.054,13.805801,0.229352,0.458472,6.329571,0.105151,100.870997,3.044412,0.000000,46.246511,1.395777
test.enc.prompt.txt::00276,My dad's got,0.0,content_diversity,a dog kennel,penchant for training dogs.,a phobia of cats.,a farm with all kinds of animals.,really smart labradors.,3.500,0.624,-0.018,0.971,-0.305,-0.730,-0.281,13.805801,0.229352,0.458472,6.329571,0.105151,100.870997,3.044412,0.000000,46.246511,1.395777
test.enc.prompt.txt::00310,You can't have,0.0,content_diversity,things just how you want them always.,me constantly do it your way.,what you want how you want it every time.,me giving in to your wishes every day.,the world cater to your every whim forever.,2.722,0.916,-0.047,0.905,-0.293,-0.790,-0.690,12.740448,0.412876,0.414647,5.282784,0.171197,48.463544,1.146086,0.000000,20.095245,0.475221
test.enc.prompt.txt::00253,"September 4th, 1993.",0.0,content_diversity,The day we left Earth.,"Finally, the day we take off.",Launch day is finally upon us.,"After all the preparations, we are ready for launch.","All of our training has lead us to this moment, the true beginning of our mission.",2.389,0.774,-0.032,0.946,-0.291,-0.883,-0.406,7.301410,0.809302,0.433550,3.165526,0.350873,106.651229,0.615356,0.000000,46.238637,0.266788
test.enc.prompt.txt::01793,Without hope there's,0.0,content_diversity,no joy.,no pleasure.,no cheerfulness.,no aspirations.,no merriment.,2.143,0.515,-0.100,0.320,-0.603,-0.815,-0.749,13.301141,1.004124,0.293629,3.905601,0.294840,20.683159,0.934085,0.000000,6.073176,0.274275
test.enc.prompt.txt::01795,I'm not married.,1.0,content_diversity,I used to be but it didn't work out.,"But even if I were, it wouldn't stop me.",Why do you ask?,I sure would like to be though.,Are you asking?,3.929,0.623,-0.023,0.955,-0.056,-0.643,-0.312,2.794549,0.073010,0.521332,1.456887,0.038063,63.177312,1.045190,0.000000,32.936342,0.544891
test.enc.prompt.txt::01797,"Jani, there's something",1.0,content_diversity,I need to tell you.,on your nose.,about you that I love.,going on in town today that I think you will like.,else that you do not know.,4.500,0.577,-0.044,0.939,-0.202,-0.704,-0.227,13.980511,0.500018,0.441352,6.170325,0.220684,68.652062,0.722167,0.000000,30.299717,0.318730
test.enc.prompt.txt::01811,That Greek guy,0.0,content_diversity,is really good looking.,looks very attractive.,has very nice looks.,is stunningly handsome.,happens to have looks that are appealing.,1.750,0.382,-0.025,0.962,-0.533,-0.884,-0.839,6.969987,0.599172,0.470559,3.279789,0.281946,45.832120,0.881391,0.000000,21.566708,0.414746
test.enc.prompt.txt::01816,Why four? And,0.0,content_diversity,"while we're at it, why do they all have to be blue?","while we're at it, have they all to be yellow?","while we're at it, why do they all have to be green?","while we're at it,  do they all have to be purple?","while we're at it, why do they all have to be brown?",2.389,0.994,-0.585,0.432,-0.807,-0.956,-0.417,58.675307,1.170971,0.438311,25.718034,0.513249,59.376132,1.254015,0.000000,26.025214,0.549648
test.enc.prompt.txt::01823,We'd know. There,1.0,content_diversity,would be tell tale signs.,would be news about it on the TV by now.,is know way this thing would move without making a racket otherwise.,"isn't anything we can do, I am so sorry.",would be a large ring around the outer edge telling us so.,4.375,0.415,-0.034,0.957,-0.118,-0.637,-0.179,16.900254,0.242173,0.375593,6.347612,0.090959,95.989356,0.544041,0.000000,36.052900,0.204338
test.enc.prompt.txt::01824,Thanks for the,0.0,content_diversity,"recognition, folks. It means so much to me.",good cheer and support. It's everything to me.,"strong show of appreciation, gang. It warms my heart.","standing ovation, ladies and gentlemen. This day has been one-pf-a-kind.","acknowledgement, everyone. It's been so long.",2.750,0.559,-0.021,0.960,-0.246,-0.749,-0.456,50.620187,0.900568,0.438647,22.204376,0.395031,135.919136,1.601936,0.000000,59.620477,0.702684
test.enc.prompt.txt::01829,Well... now what?,0.0,content_diversity,anyone know what this means,do you know? i dont understand,what does it mean?,whats the meaning?,i wish i understood,2.056,0.643,-0.011,0.973,-0.101,-0.759,-0.479,4.554076,0.155652,0.586238,2.669773,0.091249,29.963082,1.169991,0.000000,17.565498,0.685893
test.enc.prompt.txt::01833,You won't consider,0.0,content_diversity,my feelings even for a moment? I guess not.,"things from my perspective at all? Nope, you never do.","the way this might affect me though, huh? Will you?",the impact of this on other people? Even other people -- like me?,"what I could be going through, will you? You wouldn't dream of it.",2.778,1.003,-0.010,0.975,-0.099,-0.764,-0.397,29.937457,0.638772,0.384569,11.513030,0.245652,42.004685,0.375677,0.000000,16.153716,0.144474
test.enc.prompt.txt::01834,"Bomb, this is",0.0,content_diversity,"not cheap, you know! What are you thinking?",a lot of money. How can you handle this?,"priced at more than you make in a year, have you noticed?","a little -- or a lot -- too rich for your blood, don't you think?",not exactly in your price range. How will you pay for this?,2.357,0.742,-0.052,0.935,-0.153,-0.776,-0.532,21.403504,0.416304,0.434486,9.299526,0.180878,77.268000,0.805279,0.000000,33.571875,0.349883
test.enc.prompt.txt::01838,That's all beside,0.0,content_diversity,where they have the water cooler.,the outside water cooler.,cooler of water.,the cooler of water outside.,water cooler they have outside.,1.667,0.527,-0.173,0.799,-0.453,-0.989,-0.782,35.002488,1.436870,0.375631,13.148035,0.539734,21.093633,0.497248,0.000000,7.923431,0.186782
test.enc.prompt.txt::01844,"Hey, Doolittle, think",0.0,content_diversity,"you're a little off your rocker. A lot off, I should say.",you may not be thinking completely rationally right now.,reality is starting to slip for you. Just a bit. Or a lot.,you need to get a grip because you're losing it now.,"crazy could be an understatement in your case, you know?",2.333,0.624,-0.030,0.956,-0.121,-0.731,-0.444,16.221424,0.284399,0.456883,7.411296,0.129937,45.823802,0.731099,0.000000,20.936127,0.334027
test.enc.prompt.txt::01859,What's with you?,0.0,content_diversity,Are you upset with me?,Are you angry?,Have you got a problem?,It seems like you are mad.,Are you unhappy?,2.375,0.331,-0.089,0.922,-0.495,-0.714,-0.619,10.216230,0.455347,0.590487,6.032550,0.268876,27.363128,0.766514,0.000000,16.157568,0.452617
test.enc.prompt.txt::01868,So now you,0.0,content_diversity,understand how to do it.,comprehend the way to accomplish that.,realize what you need to do.,see the means by which it is accomplished.,the steps that must be taken for that to be completed.,2.417,0.344,-0.039,0.938,-0.332,-0.861,-0.697,10.822198,0.421535,0.576713,6.241298,0.243105,47.941921,0.460193,0.000000,27.648712,0.265399
test.enc.prompt.txt::01874,It turned up,1.0,content_diversity,louder,on repeat because i like it,missing,in the yard,near the water,4.000,0.527,-0.007,0.986,-0.191,-0.582,-0.200,5.092482,0.287698,0.582658,2.967173,0.167630,78.722111,2.995976,0.000000,45.868040,1.745629
test.enc.prompt.txt::01884,I say hang,1.0,content_diversity,"out with me today, you wont be sad",back and wait,on a minute,the rope outside,the flag,4.643,0.440,-0.008,0.989,0.014,-0.588,-0.205,-1.213302,-0.004850,0.372811,-0.452332,-0.001808,87.978677,0.681763,0.000000,32.799391,0.254169
test.enc.prompt.txt::01888,Don't believe everything,0.0,content_diversity,concerning history. It's written by people with agendas.,you hear about history. It's written by people with ulterior motives.,about history. It's written for profit.,about history. It's written with ill intent.,you ever heard about history. It's written by people's motives.,1.833,0.527,-0.310,0.666,-0.613,-0.970,-0.519,44.093709,0.945293,0.451702,19.917238,0.426991,54.501266,0.779515,0.000000,24.618358,0.352109
test.enc.prompt.txt::01350,"Look, snap out",1.0,content_diversity,of it,of the shirt,of the mood,of the trance,of your addiction,3.500,0.667,-0.123,0.470,-0.332,-0.703,-0.297,3.331197,0.510404,0.327490,1.090933,0.167152,21.502171,1.214744,0.000000,7.041744,0.397816
test.enc.prompt.txt::01361,I just wanted,0.0,content_diversity,to say how much you mean to me,to tell you that i love you,to say that i need you,you to know that you mean so much to me,you to know that i love you,2.000,0.707,-0.182,0.767,-0.525,-0.851,-0.561,37.464717,1.324704,0.488720,18.309753,0.647409,28.292269,0.786081,0.000000,13.826995,0.384173
test.enc.prompt.txt::01362,I was sorry,1.0,content_diversity,so I bought you cookies,that i did it,i commited crime,i couldn't be there for you,but it wasn't my fault,4.111,0.515,-0.023,0.965,-0.169,-0.683,-0.132,6.642633,0.522069,0.456837,3.034604,0.238501,32.294616,1.807284,0.000000,14.753391,0.825635
test.enc.prompt.txt::01363,It's a real,1.0,content_diversity,thing it is not a scam,struggle to do it so fast,"life, not imagination",hustle to do it,", I'm telling you",4.056,0.831,-0.042,0.919,-0.095,-0.605,-0.295,7.042774,0.328491,0.446840,3.146992,0.146783,47.973366,1.937417,0.000000,21.436414,0.865715
test.enc.prompt.txt::01373,Wow. Should you,1.0,content_diversity,be this handsome?,take another try?,help them?,behave like this,be so good at football,4.556,0.550,-0.012,0.975,-0.102,-0.646,-0.221,0.844406,0.432006,0.439705,0.371290,0.189955,37.118920,1.688700,0.000000,16.321391,0.742531
test.enc.prompt.txt::01393,No fuckin' hot,1.0,content_diversity,girl are allowed here,food makes me throw up,sun makes me exhausted,people are here,nights,4.500,0.471,-0.026,0.936,-0.136,-0.641,-0.138,17.055149,0.831170,0.526713,8.983163,0.437788,55.075623,2.497764,0.000000,29.009029,1.315604
test.enc.prompt.txt::01395,Destroy all that,1.0,content_diversity,evidence and get out of here,peasants,books and get new ones,files and clean my desk,enemies,4.278,0.671,-0.019,0.951,-0.141,-0.581,-0.165,17.246319,0.777390,0.590605,10.185771,0.459131,62.775887,2.613639,0.000000,37.075784,1.543629
test.enc.prompt.txt::01396,Know what we,1.0,content_diversity,are dealing with,are selling to our customers,need to do to stay profitable,can do to help him,should do in order to sell the business,3.722,0.583,-0.046,0.939,-0.345,-0.687,-0.276,16.499442,0.795626,0.475841,7.851109,0.378591,32.879588,1.201557,0.000000,15.645452,0.571750
test.enc.prompt.txt::01398,"Is that right,",0.0,content_diversity,they won the big cash prize?,the group won and quit their jobs?,the team won millions in the lotto?,they got the grand prize and retired to Puerto Rico?,the couple are very rich now from winning the lotto sweepstakes?,2.556,0.762,-0.056,0.951,-0.398,-0.813,-0.341,17.344839,0.806333,0.335739,5.823343,0.270718,108.065478,0.664320,0.000000,36.281819,0.223038
test.enc.prompt.txt::01404,"Now, you will",1.0,content_diversity,do as I say or I'll fire you,have to take one for the team,pick my mom,take care of my dog,have to say what bothers you,4.500,0.943,-0.024,0.950,-0.066,-0.588,-0.169,2.443718,0.540180,0.425717,1.040332,0.229964,35.360265,0.943839,0.000000,15.053458,0.401808
test.enc.prompt.txt::01424,Did you see,1.0,content_diversity,that aeroplane,him eat whole basket,her cheating on him,him how he broke up with her,cheating on a test,4.083,0.344,-0.033,0.940,-0.046,-0.604,-0.162,3.903812,0.053289,0.411425,1.606126,0.021924,44.974175,2.196224,0.000000,18.503505,0.903582
test.enc.prompt.txt::01438,He went back,1.0,content_diversity,to the hospital.,home yesterday. You just missed him.,to work already. Try calling him there.,to his wife.,to his girlfriend's house.,4.222,0.711,-0.048,0.945,-0.349,-0.682,-0.205,35.192305,1.188983,0.385976,13.583382,0.458919,79.739715,1.338428,0.000000,30.777609,0.516601
test.enc.prompt.txt::01753,I don't know,1.0,content_diversity,how he can eat so much,why would he dump her,how can he study so hard,why would he cross him,how can he not like reading,4.667,0.527,-0.097,0.864,-0.429,-0.683,-0.271,7.758641,0.430818,0.395475,3.068347,0.170378,21.508576,0.638645,0.000000,8.506100,0.252568
test.enc.prompt.txt::01743,What are you?,1.0,content_diversity,are you a human,you don't seem like a dog,are you doing something to me,you seem like an ugly bug,you look exhausted,4.111,0.657,-0.066,0.916,-0.155,-0.687,-0.264,10.389162,0.214133,0.501868,5.213989,0.107467,29.494770,0.832846,0.000000,14.802484,0.417979
test.enc.prompt.txt::01697,You've seen only,1.0,content_diversity,the tip of the iceberg.,the best side of him.,what I wanted you to see.,the best doctors.,one way of doing things.,4.667,0.624,-0.044,0.939,-0.302,-0.647,-0.202,10.294842,0.531804,0.429028,4.416777,0.228159,23.815323,1.437725,0.000000,10.217443,0.616824
test.enc.prompt.txt::01739,Then there it,1.0,content_diversity,"went, down the street.","flew, into the sky.",is!,"slept, in the cave.",dies peacefully.,4.278,0.916,-0.015,0.773,-0.297,-0.581,-0.173,12.363054,1.869490,0.290833,3.595585,0.543710,11.110158,6.286644,0.000000,3.231201,1.828364
test.enc.prompt.txt::01729,Shit. We don't,0.0,content_diversity,care about your opinion.,want to know what you think.,need any more ideas.,have any need of your expertise.,value your way of thinking.,2.444,0.643,-0.024,0.960,-0.151,-0.794,-0.401,15.107339,0.636146,0.531527,8.029955,0.338129,41.911197,1.413236,0.000000,22.276924,0.751173
test.enc.prompt.txt::01754,I lost my,0.0,content_diversity,sneakers in the wood,shoes in a forest,trainers in a wood,shoes while I was in a forest,sneakers when I was in a wood,1.667,0.527,-0.164,0.757,-0.487,-0.934,-0.610,23.148185,1.087753,0.453959,10.508332,0.493795,19.291540,0.608471,0.000000,8.757572,0.276221
test.enc.prompt.txt::01685,When'd you start,1.0,content_diversity,swimming professionally,going out with her,making mistakes,baking,fighting for your country,4.722,0.342,0.000,0.800,-0.173,-0.583,-0.094,0.474349,0.164850,0.674723,0.320055,0.111228,29.058325,1.495700,0.000000,19.606330,1.009184
test.enc.prompt.txt::01777,So what do,1.0,content_diversity,I need to do,you want me to read,they want to watch,they plan on doing next friday,they think they will do to us,4.278,0.629,-0.048,0.938,-0.175,-0.644,-0.283,-0.673572,0.137776,0.449575,-0.302821,0.061941,57.460408,1.027863,0.000000,25.832768,0.462102
test.enc.prompt.txt::01777,So what do,0.0,content_diversity,you want me to do,I need to get done with,I need to finish,you want me to get done,you want me to get finished with,1.875,0.415,-0.236,0.641,-0.441,-0.871,-0.590,-0.673572,0.137776,0.449575,-0.302821,0.061941,57.460408,1.027863,0.000000,25.832768,0.462102
test.enc.prompt.txt::01690,He *sniffs* that,1.0,content_diversity,powder of the table,stinky socks,cocaine,sugar into his nostril,thing,3.500,0.707,0.000,0.800,-0.044,-0.679,-0.264,1.819471,0.134559,0.586976,1.067985,0.078983,64.127487,3.197208,0.000000,37.641284,1.876684
test.enc.prompt.txt::01773,Exactly. 'Cept this,1.0,content_diversity,can't be forgiven just like that,and move on,reality,and you will learn next time,and start doing it now,3.944,0.643,-0.014,0.981,-0.111,-0.659,-0.314,-5.875242,-0.178073,0.524690,-3.082680,-0.093433,61.819192,1.789952,0.000000,32.435905,0.939170
test.enc.prompt.txt::01773,Exactly. 'Cept this,0.0,content_diversity,can't go unnoticed,can't go without consequences,can't be like that,isn't forgiveable,shouldn't be accepted,2.556,0.724,-0.036,0.732,-0.236,-0.716,-0.459,-5.875242,-0.178073,0.524690,-3.082680,-0.093433,61.819192,1.789952,0.000000,32.435905,0.939170
test.enc.prompt.txt::01723,I thought you,0.0,content_diversity,had heard it before.,"everyone knew, its common knowledge.",told me about it.,remembered what I said.,were aware of that.,3.214,0.647,-0.005,0.990,-0.264,-0.684,-0.649,4.851554,0.129293,0.564241,2.737447,0.072953,45.783250,1.002243,0.000000,25.832794,0.565507
test.enc.prompt.txt::01737,That's right. And,0.0,content_diversity,that is why you're a leader,that is why people follow you,that is why you have so many followers,that is why you're popular,this explains why you're natural leader,2.111,0.515,-0.192,0.798,-0.595,-0.908,-0.654,17.225437,0.657877,0.457723,7.884470,0.301125,47.205161,0.910764,0.000000,21.606865,0.416877
test.enc.prompt.txt::01681,Sorry...sorry... Why do,0.0,content_diversity,women always ask men if they look fat in an outfit?,"females expect men to lie to them about looking fat, but nothing else?",the news and media portray big women as something negative?,people want other people to be honest only when it serves them right?,you put me on the spot like this whenever you put on a new dress?,2.889,0.567,-0.009,0.964,-0.165,-0.671,-0.261,25.750050,0.427780,0.420034,10.815892,0.179682,50.516458,0.673596,0.000000,21.218621,0.282933
test.enc.prompt.txt::01714,Don't get too,0.0,content_diversity,narcissistic when you’re talking to a potential employer.,used to having good jobs without having to put in an effort.,hopeful that you’ll land your dream job because not everyone does.,caught up in trying to say the perfect thing to an interviewer.,arrogant when you’re talking to the head of a job you want.,3.056,0.926,-0.050,0.923,-0.313,-0.761,-0.384,73.572344,1.153998,0.404194,29.737479,0.466439,68.290789,1.045249,0.000000,27.602708,0.422483
test.enc.prompt.txt::01683,It seemed like,0.0,content_diversity,you weren't willing to forgive,you weren't ready to accept my apology,you didn't want to forgive,you weren't ready to put things behind,you didn't want to smooth things out,2.111,0.614,-0.158,0.779,-0.587,-0.840,-0.675,16.797976,0.564561,0.511548,8.592979,0.288801,32.661213,0.696884,0.000000,16.707794,0.356490
test.enc.prompt.txt::00680,Patrick? Is that,0.0,content_diversity,actually what you're going out in?,really the pants you want to wear? Really?,your idea of getting dressed up? Honestly.,your nicest shirt? I said wear your nicest shirt.,warm enough for this weather? I don't think so.,2.444,0.797,-0.006,0.974,-0.086,-0.769,-0.278,24.097494,0.586170,0.419940,10.119508,0.246156,44.820739,0.648052,0.000000,18.822033,0.272143
test.enc.prompt.txt::00684,Did you know,0.0,content_diversity,"he killed his brother? Yes, he got away with it as well.",he murdered his aunt? Managed to get away it in fact.,he stabbed his mother to death? Found not guilty though.,"he killed his sister? Yes, he got away with it as well.","he shot his twin sister to death and still got away with it,",2.333,0.707,-0.143,0.795,-0.528,-0.893,-0.602,52.806299,0.985091,0.421304,22.247516,0.415023,102.014371,1.899838,0.000000,42.979084,0.800410
test.enc.prompt.txt::00686,"Ah, I see...Yes.",0.0,content_diversity,I'm sorry for all the missteps. We were ignorant.,My apologies for everything that's happened. We just weren't aware.,We had no idea. I hope you'll accept our apology for what's occurred.,I deeply regret what took place. No one had informed us.,"I'm so sincerely sorry for all of it. If we'd known, it would never have happened.",2.278,0.478,-0.031,0.948,-0.446,-0.895,-0.591,20.652479,0.405869,0.476949,9.850176,0.193579,49.845197,0.722063,0.000000,23.773609,0.344387
test.enc.prompt.txt::00689,"Pardon me, but",1.0,content_diversity,I saw you seem lost.,I need to get through here.,I couldn't help overhearing what you were saying.,I dropped something over here.,can you grab something for me?,4.500,0.471,-0.038,0.953,-0.185,-0.696,-0.246,15.551531,0.312143,0.455152,7.078307,0.142073,27.795232,1.683827,0.000000,12.651050,0.766397
test.enc.prompt.txt::00689,"Pardon me, but",0.0,content_diversity,can you get that for me?,can you go get me that thing on the shelf?,are you able to hand that to me?,can you get the thing on the counter for me?,can you reach over and get that for me?,2.167,0.707,-0.148,0.809,-0.559,-0.883,-0.562,15.551531,0.312143,0.455152,7.078307,0.142073,27.795232,1.683827,0.000000,12.651050,0.766397
test.enc.prompt.txt::00711,"C'mon, I wouldn't",0.0,content_diversity,"purchase a dog from any other shop,","buy my fish from any other shop,",get my hamsters from any other place.,buy my guinea pigs anywhere else.,"purchase a mouse from any other shop,",2.556,1.141,-0.186,0.774,-0.509,-0.783,-0.503,47.657311,1.371699,0.433696,20.668771,0.594900,37.766447,1.150963,0.000000,16.379146,0.499168
test.enc.prompt.txt::00713,Go where? You,0.0,content_diversity,will just have to be patient. You'll know soon enough.,mustn't be in such a rush. All in due time.,will not ruin the surprise. You have to bide your time.,will know everything before very long. Try to relax.,"need to calm down and pace yourself. Soon, I promise.",2.778,0.916,-0.028,0.956,-0.245,-0.775,-0.596,18.358421,0.369187,0.438142,8.043596,0.161757,30.654056,0.734862,0.000000,13.430831,0.321974
test.enc.prompt.txt::00714,It's the only,0.0,content_diversity,thing I inherited from her.,she decided to leave for me as an inheritance.,thing she left for me as an inheritance.,inheritance I received from her.,she left as my inheritance.,1.889,0.458,-0.102,0.794,-0.515,-0.978,-0.791,44.593088,1.154942,0.414377,18.478352,0.478581,28.796176,0.683809,0.000000,11.932475,0.283355
test.enc.prompt.txt::00715,I know how,0.0,content_diversity,"to do it, no need to get involved.","this gets done, don't worry about me.","to handle something like this, thank you very much.","it all works, which probably surprises you.","to go about it, so just mind your own business.",3.000,0.667,-0.017,0.971,-0.192,-0.748,-0.479,13.076559,0.310026,0.456248,5.966152,0.141449,35.162694,0.594705,0.000000,16.042904,0.271333
test.enc.prompt.txt::00741,That's great. I,1.0,content_diversity,am so glad you received such exciting news!,am just so relieved to find out you're okay!,had a feeling it would all work out for you.,never know what to expect when they get involved.,"was imagining the most awful things, so I'm glad it's all good.",3.688,0.428,-0.019,0.967,-0.148,-0.673,-0.404,-6.966796,0.076235,0.503239,-3.505966,0.038364,88.885346,0.893413,0.000000,44.730604,0.449601
test.enc.prompt.txt::00746,I don't know,1.0,content_diversity,which way we're supposed to go and I'm low on gas.,"which one I'd rather have, the prawns of the lamb.","where she gets off talking to me like that, the little snot.","I left those goddamn keys, I'm losing my mind.",what I was thinking when I took this apartment.,4.889,0.208,-0.013,0.973,-0.096,-0.583,-0.085,28.767217,0.456623,0.389057,11.192075,0.177652,60.075269,1.012175,0.000000,23.372679,0.393793
test.enc.prompt.txt::00747,"Hardly anybody does,",0.0,content_diversity,there is only me and my sister who know about it and a couple of others.,only my uncle and me know about it and four other people I know of.,my cousin and me are the ony ones who know about it except the founders.,only my son and I and a couple of others know it is even here.,there is only me and my father who know about it and a few select others.,2.417,0.786,-0.213,0.730,-0.502,-0.900,-0.654,83.575196,1.206540,0.418663,34.989836,0.505133,102.739983,1.540724,0.000000,43.013421,0.645044
test.enc.prompt.txt::00753,A beautiful geek?,1.0,content_diversity,Is there such a thing?,I am going to take that as a compliment.,Did you mean to write a beautiful Greek?,Then I am in love with her already.,Is that the name of a movie?,4.643,0.350,-0.033,0.951,-0.168,-0.624,-0.218,13.190930,0.162035,0.544553,7.183161,0.088237,48.154491,0.815832,0.000000,26.222674,0.444264
test.enc.prompt.txt::00769,Brrrr! She must,1.0,content_diversity,be freezing in that short skirt.,crazy diving in that lake.,have anti freeze in her blood staying out that long.,"get cold sometimes camping in this weather,",really like to get a tan sunbathing in this weather.,4.438,0.464,-0.049,0.946,-0.222,-0.623,-0.146,37.823524,0.921768,0.330982,12.518914,0.305089,77.249100,0.888046,0.000000,25.568079,0.293927
