sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion,metric_icl_E_rate_qwen25_completion,metric_icl_C_qwen25_completion,metric_icl_D_qwen25_completion,metric_icl_D_rate_qwen25_completion,metric_icl_E_qwen25_completion_std,metric_icl_E_rate_qwen25_completion_std,metric_icl_C_qwen25_completion_std,metric_icl_D_qwen25_completion_std,metric_icl_D_rate_qwen25_completion_std
test.enc.prompt.txt::00884,"-- Stephen, wait",0.0,content_diversity,your doing it wrong,you didn't do it right,that's not how you do it,it's not correct,your doing it incorretly.,1.938,0.726,-0.076,0.875,-0.301,-0.795,-0.671,35.000469,1.838021,0.200675,7.023720,0.368845,42.701481,1.526739,0.000000,8.569120,0.306378
test.enc.prompt.txt::00885,Don't tell them,0.0,content_diversity,no problem my lips are sealed,cool i get to keep a secret,ok no telling from me,why can't i tell again?,i will definetly not tell anyone,3.000,0.577,-0.017,0.972,-0.102,-0.709,-0.379,48.668750,2.146018,0.172259,8.383631,0.369671,30.783603,1.851977,0.000000,5.302753,0.319020
test.enc.prompt.txt::00889,Will you please,0.0,content_diversity,quit bothering me,end your constant attempts to upset me,desist in attacking my emotions,leave me alone,kill all the annoying things your are doing,2.889,0.614,-0.018,0.977,-0.195,-0.729,-0.504,33.326797,1.602303,0.281564,9.383634,0.451151,81.584406,1.167734,0.000000,22.971250,0.328792
test.enc.prompt.txt::01574,"Oh, I'm sorry.",1.0,content_diversity,I shouldn't have said that,I didn't know that,"however, you can still help",i thought that was your grandma,i will never do it again,3.944,0.797,-0.020,0.969,-0.097,-0.602,-0.227,11.987969,0.445458,0.612795,7.346171,0.272974,43.802683,1.287164,0.000000,26.842079,0.788768
test.enc.prompt.txt::01574,"Oh, I'm sorry.",0.0,content_diversity,I could apologise,I should have rephrased it,i should have wrapped it up different,It would be better if I kept my mouth shut,I had to be quiet,3.500,0.782,-0.041,0.945,-0.211,-0.693,-0.345,16.926875,0.114288,0.462698,7.832034,0.052881,21.816382,1.858654,0.000000,10.094400,0.859996
test.enc.prompt.txt::01578,I just thought,0.0,content_diversity,it would be my secret forever.,I could take it to my grave,it was long buried and gone.,the vault would keep it safe.,it was between me and my gods.,2.833,0.943,-0.054,0.936,-0.255,-0.732,-0.278,37.130156,1.330194,0.257894,9.575636,0.343049,32.213170,1.090202,0.000000,8.307576,0.281156
test.enc.prompt.txt::01586,Most guys tuck,1.0,content_diversity,"their shirt in these days, its the fashion.",into their food too quickly.,their gear under the bed but you can use that cupboard as well.,like this just before they jump.,the envelope in rather than lick it and seal it.,4.778,0.478,-0.015,0.971,-0.134,-0.551,-0.161,17.993125,0.355504,0.378742,6.814752,0.134644,48.622208,0.763523,0.000000,18.415273,0.289178
test.enc.prompt.txt::01588,Can... can... Can,1.0,content_diversity,he still see?,you shut up?,you make dinner?,you go away?,you tell me more?,4.556,0.550,-0.037,0.762,-0.351,-0.702,-0.237,3.130234,0.350413,0.210723,0.659613,0.073840,27.964783,2.346282,0.000000,5.892832,0.494416
test.enc.prompt.txt::01592,What the hell,0.0,content_diversity,choice can I make at this stage!,can I reasonably be expected to accomplish with this?,direction do I move in now?,would Jesus do?,should someone in my position do?,3.611,0.965,-0.022,0.960,-0.193,-0.745,-0.465,17.518750,0.730338,0.282899,4.956029,0.206612,53.561377,1.792580,0.000000,15.152437,0.507118
test.enc.prompt.txt::01597,Maybe it went,0.0,content_diversity,extinct after being in existence for so long.,to the archives to remain a thing of the past,obsolete while we weren't paying attention,on to become useless to us,away from the marketplace.,3.375,0.650,-0.013,0.971,-0.114,-0.646,-0.493,27.612812,0.628826,0.357862,9.881589,0.225033,28.399118,0.812121,0.000000,10.162978,0.290628
test.enc.prompt.txt::01603,But Sacha always,1.0,content_diversity,is on time,lies to everyone,trusts everyone,calls me after work,tells everyone's business,4.286,0.749,-0.008,0.787,-0.206,-0.626,-0.272,17.006758,1.213523,0.209111,3.556308,0.253762,27.217802,2.288557,0.000000,5.691554,0.478563
test.enc.prompt.txt::01604,I'd better be,0.0,content_diversity,studying hard,learning and trying hard,trying my best to learn,studying for the exam,studying as much as possible,2.222,0.820,-0.028,0.950,-0.119,-0.866,-0.567,37.322461,1.818592,0.362845,13.542279,0.659868,27.595109,0.985803,0.000000,10.012755,0.357694
test.enc.prompt.txt::01608,Shall we draw,0.0,content_diversity,arbitrarily,whatever we want,what we wish to draw,something we like,anything we would like to draw,2.722,0.786,-0.047,0.918,-0.389,-0.838,-0.422,27.423750,1.561163,0.277630,7.613654,0.433426,25.929092,2.837460,0.000000,7.198692,0.787764
test.enc.prompt.txt::01621,Do I have,1.0,content_diversity,to repeat myself?,to tell you every thing to do?,to do my homework.,something between my teeth?,something wrong with me?,4.333,0.687,-0.030,0.955,-0.148,-0.661,-0.212,2.510391,0.132850,0.454548,1.141092,0.060387,51.390106,1.776253,0.000000,23.359246,0.807391
test.enc.prompt.txt::01624,This time they,0.0,content_diversity,guys that was too far,you went way too far,that was too much,they definetely went to far with this,its going too far,1.444,0.437,-0.099,0.875,-0.412,-0.776,-0.685,49.593438,2.200836,0.191179,9.481206,0.420753,46.994346,0.778119,0.000000,8.984315,0.148760
test.enc.prompt.txt::01631,But we made,1.0,content_diversity,"a serious error of judgment, we are so screwed.",a cake and everything and they just don't show up?,the world a better place for every one of us.,"him so scared, maybe we shouldn't have been so harsh.",good time and we will be there very soon.,4.778,0.416,-0.022,0.963,-0.089,-0.663,-0.190,16.454062,0.237020,0.375013,6.170489,0.088886,63.031675,1.006064,0.000000,23.637703,0.377287
test.enc.prompt.txt::01632,And the honor,1.0,content_diversity,is all mine,of the soldiers is something great,is great,roll students are very smart,academy,4.111,0.393,-0.024,0.965,-0.172,-0.610,-0.328,22.811406,1.440247,0.142258,3.245106,0.204887,64.437011,2.635425,0.000000,9.166683,0.374910
test.enc.prompt.txt::01633,I am making,0.0,content_diversity,i made a cake,BAKING A CAKE,making some yummy cake today,birthday cake is being made,i need alot of of cake,2.000,0.802,-0.031,0.948,-0.139,-0.956,-0.728,42.951250,2.214511,0.121522,5.219539,0.269113,60.576189,2.288448,0.000000,7.361364,0.278098
test.enc.prompt.txt::01638,"Captain Renault, are",0.0,content_diversity,we are going home soon,gonna go home ok?,leaving really soon,when are we leaving?,we have to go home in a few,2.500,0.624,-0.040,0.931,-0.163,-0.806,-0.602,45.561875,2.385810,0.179436,8.175433,0.428100,40.403692,2.780962,0.000000,7.249870,0.499004
test.enc.prompt.txt::01650,Call off your,0.0,content_diversity,"action, its doing more harm than good.","strike, it's costing lives.","demonstration, you are hurting people.","picket line, people need to get in to save people.","strike, you ar ekilling people in here.",3.312,0.899,-0.021,0.958,-0.347,-0.754,-0.314,25.533281,0.665548,0.262414,6.700299,0.174649,79.205710,1.639880,0.000000,20.784712,0.430328
test.enc.prompt.txt::01651,If you don't,0.0,content_diversity,i need you to call me back,i need you to call as soon as possible,i need to hear from you soon,email me back please,return my call when you can,2.062,0.300,-0.102,0.803,-0.215,-0.853,-0.502,49.645156,1.817940,0.292457,14.519068,0.531669,26.478986,1.298154,0.000000,7.743962,0.379654
test.enc.prompt.txt::01657,Are my eyes,0.0,content_diversity,on point,looking fine,good looking,nice,fine looking,2.111,0.314,-0.040,0.333,-0.246,-0.691,-0.662,30.078125,4.021966,0.087397,2.628731,0.351507,16.633426,3.043352,0.000000,1.453708,0.265979
test.enc.prompt.txt::01658,May I? Too,0.0,content_diversity,its way too heavy,i think its heavy,its very large and big to carry,too much weight to handle for you,it is very big to handle,1.875,0.217,-0.047,0.918,-0.305,-0.810,-0.826,53.089062,2.132293,0.188814,10.023955,0.402607,39.522167,0.601799,0.000000,7.462336,0.113628
test.enc.prompt.txt::01660,But think of,0.0,content_diversity,all the positive memories,all the good things,all happy memories,all the positive moments,all happiness we shared,1.778,0.533,-0.116,0.651,-0.445,-0.826,-0.816,36.743437,1.753508,0.291916,10.726012,0.511878,36.279321,1.586726,0.000000,10.590528,0.463191
test.enc.prompt.txt::00575,I don't rightly,1.0,content_diversity,know what you are talking about.,know who that person is.,know what is going on.,know where that is.,know what occured that long ago.,3.833,0.882,-0.088,0.904,-0.278,-0.867,-0.634,-2.690313,0.207091,0.387646,-1.042890,0.080278,64.830061,1.767053,0.000000,25.131144,0.684992
test.enc.prompt.txt::00575,I don't rightly,0.0,content_diversity,know what you are referring to.,know what you are asking about.,know what you are inquiring about.,know what you are speaking about.,know what you are referencing.,1.667,0.408,-0.453,0.635,-0.653,-0.976,-0.816,20.129023,0.607485,0.471452,9.489865,0.286400,16.824103,0.598470,0.000000,7.931754,0.282150
test.enc.prompt.txt::00579,When he comes,1.0,content_diversity,you should move your car,then we will leave,he will hear from me,i think we should hide,he will bring you food,4.556,0.437,-0.034,0.939,-0.257,-0.677,-0.191,27.605156,1.351489,0.297070,8.200672,0.401487,31.310604,1.214848,0.000000,9.301450,0.360895
test.enc.prompt.txt::00581,I hope you,1.0,content_diversity,have a wonderful vacation.,like the new job.,two are happy together.,leave him for good.,count your blessings.,4.389,0.737,0.000,0.800,-0.289,-0.658,-0.313,9.929375,0.535430,0.314028,3.118098,0.168140,17.285681,1.223154,0.000000,5.428181,0.384104
test.enc.prompt.txt::00585,That's your funeral.,0.0,content_diversity,there's a lot of people here,lot of folks have made it in time,a lot of people are attending,it is packed with people,so many familiar faces here,2.111,0.515,-0.074,0.875,-0.314,-0.728,-0.727,23.970859,0.859348,0.457431,10.965012,0.393092,46.084253,1.344957,0.000000,21.080362,0.615225
test.enc.prompt.txt::00590,And now fair,0.0,content_diversity,players should somehow be rewarded,participants are getting their rewards,play prize for players,play reward for the most fair player,player will receive his prize,1.833,0.624,-0.020,0.962,-0.322,-0.862,-0.614,38.473594,1.320554,0.320152,12.317415,0.422779,34.064147,0.614015,0.000000,10.905720,0.196578
test.enc.prompt.txt::00594,"Oh, Mr. Dickson",1.0,content_diversity,you forgot about my exam,you shouldn't have done this,what is it that you do for living,you should've been smarter,i really like your dressing style,4.611,0.515,-0.023,0.979,-0.072,-0.634,-0.128,27.981406,1.020507,0.333778,9.339587,0.340623,32.885374,1.133088,0.000000,10.976425,0.378200
test.enc.prompt.txt::00598,That's what he,0.0,content_diversity,consumed for the first meal of the day.,injested this morning.,devoured from the breakfast plate.,swallowed at 9am.,gobbled up with his orange juice.,2.667,1.000,-0.006,0.984,-0.148,-0.705,-0.358,34.167188,1.468850,0.270093,9.228313,0.396726,9.644211,1.725139,0.000000,2.604832,0.465948
test.enc.prompt.txt::00600,The fools! If,0.0,content_diversity,they quiet down I need told.,"it gets silent, I want to be told.",only they would shut up! I wanna know!,only it could be peace and quiet. Someone tell me.,"they won't shut up, I will kill them all. I need to know either way.",2.278,0.671,-0.046,0.936,-0.263,-0.819,-0.509,42.333750,1.374947,0.278266,11.780036,0.382601,65.995571,1.035169,0.000000,18.364311,0.288052
test.enc.prompt.txt::00603,"Oh Matt, you",0.0,content_diversity,need to stop at red lights.,need to slow down at yellow lights.,cannot go 70 mph in a residential area.,cannot crash into cars when parallel parking.,should relearn driving methods.,3.056,0.896,-0.019,0.961,-0.354,-0.695,-0.308,31.119141,0.688746,0.289129,8.997461,0.199137,66.604576,2.024282,0.000000,19.257346,0.585280
test.enc.prompt.txt::00618,"Smells funny, it",1.0,content_diversity,smells like rotten cheese.,really gets into your nose.,can't be dinner!,needs tossed out.,should be buried.,4.278,0.629,-0.007,0.989,-0.228,-0.623,-0.170,22.946250,1.282315,0.233615,5.360594,0.299568,33.785726,2.017664,0.000000,7.892860,0.471357
test.enc.prompt.txt::00620,WHAT?! We follow,1.0,content_diversity,this bad artist?,his directions?,my favourite boy band?,that cat?,the wrong guy?,4.333,0.471,0.000,0.800,-0.371,-0.668,-0.251,17.897969,1.213020,0.147186,2.634325,0.178539,27.154607,1.184930,0.000000,3.996770,0.174405
test.enc.prompt.txt::00623,I think one,1.0,content_diversity,of your wheels is loose,of your friends did it,book per week is manageable,time you can do it for the team,dollar more doesn't mattter,4.444,0.437,-0.020,0.961,-0.136,-0.606,-0.198,21.458125,0.840678,0.292694,6.280660,0.246061,26.156076,0.910993,0.000000,7.655721,0.266642
test.enc.prompt.txt::00627,Great Chief of,1.0,content_diversity,Staff,State,tribe,administration,hope,3.333,0.913,0.000,0.200,-0.983,-0.635,-0.294,15.100977,1.724694,0.044501,0.672007,0.076750,15.311817,6.187695,0.000000,0.681389,0.275358
test.enc.prompt.txt::00630,"Well, I hope",1.0,content_diversity,you didn't laugh at her.,nothing cruel was done.,he didn't leave her.,she's happy now.,you have money to pay me back.,4.167,0.624,-0.012,0.974,-0.303,-0.601,-0.229,6.822344,0.603605,0.298456,2.036170,0.180150,39.731352,0.791176,0.000000,11.858063,0.236131
test.enc.prompt.txt::00635,"Gents, we are",1.0,content_diversity,on red alert,at paradise,in heaven,on vacation,finally home,4.333,0.471,-0.008,0.582,-0.232,-0.660,-0.236,19.521484,2.038326,0.122118,2.383930,0.248917,26.965320,1.979561,0.000000,3.292958,0.241741
test.enc.prompt.txt::00639,So you're saying,1.0,content_diversity,that everything i my fault,that you don't like sport,that your mom is to blame,that this was the easiest exam ever,that you need to borrow money from me,4.389,0.657,-0.043,0.954,-0.154,-0.699,-0.155,28.071875,1.055203,0.322057,9.040746,0.339836,48.654881,2.221839,0.000000,15.669648,0.715559
test.enc.prompt.txt::00648,It's early in,1.0,content_diversity,the morning.,the afternoon.,case you needed more time.,California while it is late in Michigan.,the baseball game being only the first inning.,4.167,0.577,-0.028,0.975,-0.226,-0.646,-0.206,3.110742,0.540176,0.350109,1.089100,0.189121,98.788700,1.226061,0.000000,34.586860,0.429256
test.enc.prompt.txt::00654,"Oh Christ, this",0.0,content_diversity,has totally fallen apart.,will never work again.,is completely busted.,has been totally ruined.,is only fit for the bin.,2.333,0.527,-0.015,0.971,-0.310,-0.730,-0.375,27.360000,1.231708,0.261127,7.144441,0.321632,29.668378,1.207368,0.000000,7.747221,0.315277
test.enc.prompt.txt::00655,What are you,0.0,content_diversity,doing here without a permission,doing at my place,"doing here, this is private property",doing tresspassing,thinking? You can't come on a private property without invitation,2.111,0.314,-0.045,0.939,-0.027,-0.813,-0.325,34.470625,1.631781,0.289422,9.976546,0.472273,62.864915,1.490540,0.000000,18.194470,0.431395
test.enc.prompt.txt::00656,Do you want,1.0,content_diversity,it raw or medium raw,my old TV,me to take a look at your exam,me to go with you,to help me move out tomorrow,4.611,0.458,-0.023,0.954,0.024,-0.593,-0.156,25.647500,1.829246,0.184940,4.743249,0.338301,48.608866,4.275295,0.000000,8.989724,0.790673
test.enc.prompt.txt::00661,Girls dig Bateman.,1.0,content_diversity,He looks like hollywood,he is dreamy,what is his deal?,It's not even fair.,I am super jealous.,3.944,0.369,-0.006,0.789,-0.217,-0.619,-0.232,0.787812,0.173279,0.418994,0.330089,0.072603,18.874098,0.759454,0.000000,7.908136,0.318207
test.enc.prompt.txt::00662,"Listen, what about",0.0,content_diversity,we get something to eat tomorrow,we go to the restaurant,romantic evening in the restaurant,we have a fancy dinner tomorrow,I take you out for a dinner,2.056,0.724,-0.037,0.936,-0.328,-0.828,-0.484,50.828594,1.670152,0.305940,15.550506,0.510966,32.239071,0.837409,0.000000,9.863225,0.256197
test.enc.prompt.txt::00665,By the way,1.0,content_diversity,did you make the payment?,did you water the plants?,did you call your mom?,did you make plans?,how is the family doing?,4.611,0.458,-0.114,0.869,-0.474,-0.699,-0.265,17.890781,0.893620,0.273206,4.887873,0.244142,20.179825,0.998880,0.000000,5.513254,0.272900
test.enc.prompt.txt::00290,Suppose there's an,0.0,content_diversity,airline that costs less.,flight that isn't as expensive.,"air travel fare, but doesn't cost as much.",way to fly there that is low cost.,flight going there and it's not a lot of money,1.944,0.550,-0.022,0.966,-0.372,-0.918,-0.776,54.585156,1.642445,0.240196,13.111134,0.394509,54.957725,1.026365,0.000000,13.200624,0.246529
test.enc.prompt.txt::00291,It is a,0.0,content_diversity,joke of a democracy that we currently have.,horrible system of government that we rely on.,pity we can't trust our elected officials.,truth widely acknowledged that American politicians are corrupt.,regrettable situation in which we find ourselves this election cycle.,2.857,0.515,-0.028,0.965,-0.223,-0.780,-0.346,22.288125,0.639325,0.429814,9.579755,0.274791,54.979385,0.510001,0.000000,23.630925,0.219206
test.enc.prompt.txt::00333,It may have,1.0,content_diversity,"looked like the same person, but it's not.",gotten caught in the drain.,"looked the same, but it's not.",been hotter yesterday.,run off to hide in the woods.,4.333,0.577,-0.049,0.909,-0.217,-0.653,-0.202,14.645859,0.577156,0.350595,5.134762,0.202348,33.151421,1.802397,0.000000,11.622715,0.631911
test.enc.prompt.txt::00316,See. Get your,0.0,content_diversity,head out of the clouds.,stuff together.,information from a better source.,head checked.,reality in order.,3.167,0.527,-0.006,0.988,-0.257,-0.657,-0.305,14.860625,0.638974,0.284999,4.235266,0.182107,27.977380,1.744952,0.000000,7.973531,0.497310
test.enc.prompt.txt::00297,Might as well,1.0,content_diversity,"eat lunch now, it's going to be a long car ride.","call a divorce attorney, I'm ready to admit defeat.","put my feet up, no one is showing up in this bad weather.",take out a loan as I can't even afford the down payment.,go to the store after work since I won't have time tomorrow.,4.833,0.333,-0.015,0.979,-0.169,-0.652,-0.178,41.508437,0.768669,0.383124,15.902860,0.294495,53.059658,0.937187,0.000000,20.328405,0.359058
test.enc.prompt.txt::00251,"Right, Agent Cole",0.0,content_diversity,is always late.,never shows up to these on schedule.,isn't exactly punctual.,has a problem with timeliness.,is habitually later than expected.,2.111,0.614,-0.005,0.991,-0.239,-0.658,-0.467,33.177734,1.392790,0.224072,7.434204,0.312085,55.171058,1.058403,0.000000,12.362294,0.237159
test.enc.prompt.txt::00335,And Elbourne and,1.0,content_diversity,Jones and Schrader went down to the sea together.,his wife were never seen again.,Molly knew that things would never be the same between them.,the dog looked each other in the eye knowingly.,the fisherman both shook their heads in disbelief.,4.778,0.416,-0.023,0.972,-0.268,-0.627,-0.087,19.562500,0.406124,0.394151,7.710574,0.160074,60.005107,1.031438,0.000000,23.651058,0.406542
test.enc.prompt.txt::00312,Fuck. Turn it,1.0,content_diversity,before it burns to the frying pan,before the children come home and see what your watching,before you hit the animal lying in the middle of the road,before the arrow hits your head,before it over heats an cause an explosion,4.750,0.354,-0.056,0.934,-0.193,-0.695,-0.314,39.587500,0.857045,0.338399,13.396356,0.290023,45.830078,0.637231,0.000000,15.508836,0.215638
test.enc.prompt.txt::00306,"Some party, huh?",1.0,content_diversity,The girls are quite hot!,The drinks are free!,There are so many people here!,I love the music!,I love the decorations!,4.611,0.458,-0.055,0.910,-0.364,-0.668,-0.309,25.147188,1.204943,0.288077,7.244314,0.347116,42.916935,1.635175,0.000000,12.363361,0.471056
test.enc.prompt.txt::00265,Something the matter,0.0,content_diversity,but it makes no difference.,and no one will help.,and it's pointless.,and I don't give a darn.,and people ignore it.,2.875,0.545,-0.036,0.957,-0.419,-0.705,-0.648,21.164844,1.008976,0.217276,4.598611,0.219226,10.250991,0.735078,0.000000,2.227293,0.159715
test.enc.prompt.txt::00339,I know... But,0.0,content_diversity,this work place is truely not for me!,my work is not the best these days for what it's worth.,life would be better if I could change jobs now.,i'm going to look for a different job soon.,I don't wanna work there anymore. I have too many hours and so little pay.,2.389,0.906,-0.019,0.970,-0.239,-0.799,-0.440,15.570625,0.521851,0.350714,5.460843,0.183021,59.266254,1.094356,0.000000,20.785530,0.383806
test.enc.prompt.txt::00254,I've got what,0.0,content_diversity,I can only hope fixes this.,they told me should work.,looks like fits in the spot.,normally helps in this situation.,has often been used for these problems.,3.000,0.707,-0.007,0.986,-0.210,-0.590,-0.423,28.454062,1.143550,0.258868,7.365836,0.296028,21.908018,1.056398,0.000000,5.671277,0.273467
test.enc.prompt.txt::00288,It's possible I,0.0,content_diversity,misunderstood your question.,didn't follow your train of thought.,didn't understand what we were discussing.,couldn't understand what you were saying.,failed to keep up with the conversation and got lost.,2.556,0.437,-0.022,0.960,-0.289,-0.766,-0.656,17.399687,0.512737,0.501497,8.725896,0.257136,40.707877,0.701207,0.000000,20.414889,0.351653
test.enc.prompt.txt::00273,Look...we're all tired.,1.0,content_diversity,let's rest.,let's find a place to relax.,let's go on a vacation.,let's keep working and finish this.,let's stop working now.,3.278,0.671,-0.056,0.948,-0.531,-0.915,-0.334,17.107188,0.637482,0.350880,6.002578,0.223680,32.756268,1.120684,0.000000,11.493535,0.393226
test.enc.prompt.txt::00278,They think I'm,1.0,content_diversity,a waste of time.,going to be the next big thing.,"introverted, but I'm really just quiet.",not worthy of a promotion.,most likely to get the job done.,4.312,0.609,-0.015,0.972,-0.237,-0.655,-0.223,19.178438,0.525481,0.363874,6.978537,0.191209,46.158854,0.957824,0.000000,16.796013,0.348527
test.enc.prompt.txt::00255,I think about,0.0,content_diversity,how I've never really enjoyed them.,what I would have looked for if I had more time.,how none of them seem to meet expectations.,the dissappointment I feel when shopping for them.,everyone I've ever found has a problem with it.,4.056,0.864,-0.020,0.967,-0.229,-0.730,-0.333,16.189687,0.367160,0.348530,5.642597,0.127966,63.772928,0.991414,0.000000,22.226798,0.345538
test.enc.prompt.txt::00329,Lillian was here.,1.0,content_diversity,I found her condescending attitude quite annoying.,Her pleasing scent filled the room.,I could never mistake her playful laugh which sent my heart aflutter.,Her arrival meant I could finally clock out and go home.,I might have gotten caught cheating on her unless I got out quickly.,4.500,0.667,-0.029,0.959,-0.199,-0.688,-0.224,11.390000,0.228972,0.498307,5.675718,0.114098,77.462708,0.501773,0.000000,38.600216,0.250037
test.enc.prompt.txt::00295,Chub says you're,0.0,content_diversity,in a people class by yourself in the brain catagory,"a soul that he has not experienced before, you must be a very old soul and extremely intelligent","going to do very well in school, work hard for those good grades",going to get scholarships to go to college because of your mental capacity,"not only a very beautiful human being, but very bright as well",3.167,0.707,-0.027,0.948,-0.065,-0.623,-0.262,52.126250,0.680894,0.387813,20.215251,0.264060,89.847205,1.504687,0.000000,34.843937,0.583537
test.enc.prompt.txt::00249,"I'm sorry, let",0.0,content_diversity,me help somehow.,me fix this.,me compensate you.,it bring us closer as I seek to remedy this.,yourself be rewarded by me,3.000,0.707,-0.039,0.967,-0.366,-0.738,-0.562,20.818438,0.980101,0.224851,4.681045,0.220377,98.189483,1.125195,0.000000,22.077996,0.253001
test.enc.prompt.txt::00325,"Wade, I got",1.0,content_diversity,the test results.,"to tell ya, I like your style.",five more if you want one.,to the last level in the game.,a big problem with your attitude.,4.611,0.657,-0.013,0.972,-0.180,-0.604,-0.100,21.516875,0.918499,0.332053,7.144742,0.304990,38.401338,1.369280,0.000000,12.751277,0.454673
